x,y,z
429387.060067,394794.587593,479653.863705
-27368.786285,-25974.791087,-30972.421312
791061.966639,727450.545354,858108.640159
64784.378659,65055.916401,77498.830139
776158.434068,763095.298344,880780.434068
774700.022863,720647.424633,871668.000000
764415.102456,725913.781429,850325.218571
-405515.384272,-383206.130032,-451648.240891
787927.650317,717502.725093,867093.270112
801684.811644,731173.652612,880269.577342
508639.956256,465389.526820,560268.931527
681456.934914,620828.720235,751165.277401
802200.827423,722316.827423,847214.420201
773701.858814,730709.974154,865541.538811
361776.139690,335551.090960,367497.626602
-60422.718770,-60201.161846,-66920.827801
841716.027871,774277.231679,878188.579161
125226.498607,120270.814753,140468.553793
803265.020134,719739.067601,831944.793047
301616.212637,283380.911758,338961.645341
800758.802295,707308.841247,849773.228126
-505806.251747,-463063.356638,-527632.549754
797902.265869,724678.061101,877940.931393
794405.548688,737254.060587,880598.645752
350342.216436,318952.141832,374123.259211
799232.159371,727298.013698,874844.480793
798190.684199,751786.566013,886221.000000
65264.699129,60768.021301,75352.496696
111591.829786,100212.349052,118006.260071
905062.055292,891261.245173,871266.972354
787990.721512,721698.416999,836451.000000
800084.812908,724023.563153,848574.665025
803292.751763,742233.542549,867836.330979
797000.762870,724424.637668,862666.440231
605147.694737,575074.188040,664518.728199
769171.933745,711080.727862,864691.491327
524194.399284,501362.849502,581837.796678
-123055.624008,-113354.570821,-136690.215039
813630.762391,750645.952724,880647.575935
773769.596659,772384.028562,848048.417935
789130.167770,732880.951583,849687.489051
-333437.675880,-311921.340570,-356941.835525
779304.586759,706375.252155,834680.076780
429130.398502,507672.451442,492533.283987
777445.935172,736326.530799,873197.830228
758153.487788,887626.190037,861359.585818
777457.398214,712766.125882,897434.344880
791085.733521,721470.581724,873407.701498
768906.038693,734717.160372,856989.023437
-487448.843499,-429396.330256,-523644.362542
576176.065837,518938.196646,622806.984592
749437.117695,736863.233085,859998.327568
786234.211016,694623.333130,841820.666870
522206.579576,577508.793725,561694.495168
781650.408645,718076.516590,872540.925235
809377.198497,747135.679673,888820.037648
661981.520107,604036.180502,743689.070856
799585.161531,719877.369001,857931.054528
194918.562558,178984.356637,221164.301789
279464.369771,254792.166936,305303.040556
379840.885892,352717.180851,425151.820270
-179841.016123,-165944.569113,-193599.105441
151349.672999,149977.026916,173571.155713
784816.265573,736701.878557,854124.619656
-260767.820707,-235208.252513,-280534.603452
782274.938705,713807.939843,880965.793757
799385.265814,729467.945973,891665.858088
587800.097140,592195.514776,632266.618136
774840.763571,711156.694916,872821.302941
268338.227416,279263.864710,295207.104436
772267.201320,710820.516678,859279.934063
780794.631916,767908.199963,861312.367713
810366.459466,701163.798134,824712.000000
808108.796372,742258.771405,881290.564329
729986.531772,670165.328164,819590.774173
785796.031062,723210.750674,873094.586880
790194.791304,716746.005073,868397.006269
69370.954430,71841.565386,77273.057416
791784.781829,754320.195457,885319.915818
759107.031211,714257.859128,865390.395515
350414.112365,327450.377645,374740.684033
758101.508507,740152.374234,889803.117259
777108.398368,724550.627258,861702.650121
399138.684118,383058.218679,453199.563304
415675.718952,414721.735791,455242.786081
895206.622921,826096.680108,822451.606791
802670.149814,719485.002460,832581.348930
794949.837953,715504.695546,848806.304454
80169.468152,78929.928604,87549.379069
451341.646452,442223.265612,430555.901601
772026.406656,722044.297199,886805.593344
778577.484864,743726.685053,854027.451410
787307.110972,724275.951040,838498.214231
781048.130577,719137.309676,873811.692269
132288.154984,122260.300118,154074.394356
-395914.517491,-474717.267535,-511389.251514
409556.655084,375081.684729,469243.201778
370971.658426,367373.709995,425095.392087
768308.562719,761652.669362,844718.576632
547321.019224,478825.859486,576657.558283
778966.945303,729265.981521,869090.245374
803471.729001,727362.635877,885006.509155
435455.579160,416523.638133,487525.513365
794346.000000,763400.518846,880980.902501
802950.347503,768171.953683,880907.521236
791346.301012,734807.557981,878136.449618
763499.824030,754323.671400,868312.419572
746650.288944,738424.154973,836905.598959
331159.483255,301323.527226,366304.396568
32565.160855,29622.687910,35795.343735
789803.976666,759945.736701,890783.004352
809243.938187,869165.876374,838303.511598
659745.199141,589500.979451,696466.396311
780465.453761,718026.954946,877701.272978
766552.895860,764503.486071,850155.726807
-95890.267530,-93937.895680,-105494.975684
813117.283017,749573.086845,871857.913155
784965.198601,722222.101049,869837.757263
778397.692307,707133.135310,872044.750694
400243.585176,365412.686567,442635.746786
758648.370512,790522.948542,847283.864550
49217.253881,48063.947708,47214.955405
548246.771198,507021.981455,611624.316288
767873.199535,721028.914376,849600.911234
51603.259292,46486.311749,55260.722940
788269.650806,721465.137156,837016.187791
801130.761161,679338.730196,830634.000000
799128.596135,728387.973452,896132.313707
768218.407595,738168.244908,873719.192922
-115437.833672,-101672.891587,-122566.199868
806985.349365,879804.421731,860748.000000
883731.893427,872870.645736,864013.139943
3938.958975,3396.669135,4185.647419
243297.998726,218891.592210,267902.643395
826972.436753,723150.342030,870466.972057
119415.651439,110711.488135,113173.025248
511982.252196,472524.893302,568170.703191
-465865.978445,-432561.996176,-516226.745855
792364.390649,726750.408515,860585.112773
-366376.806313,-334948.532983,-402703.391462
791855.686166,732581.534166,878661.000000
763890.752383,740948.247617,883028.921716
791605.144960,733282.432067,879051.173547
801671.390057,747553.891835,872173.522447
572598.186334,548121.392471,645338.039132
767464.557922,761540.447284,845509.106142
409458.184274,365683.636391,427625.716134
468326.698060,440303.685981,518953.374499
74082.413632,68423.288348,73491.283735
524279.356646,469687.153948,582797.046961
153303.584833,148376.047223,172016.391468
227301.331187,203157.141828,249047.692759
-488368.673749,-452434.306113,-549950.117535
777350.736225,712685.153055,897269.208676
770852.816053,732574.650241,871101.698836
638789.551975,595787.428346,615572.961426
797093.271294,724175.763290,857153.333291
-425971.473372,-402855.290689,-470945.730859
326631.601192,359417.279096,380551.080098
-110552.771923,-110958.815360,-121412.875656
336724.793349,319504.655154,355140.067045
764965.864836,711191.213168,844403.462482
540654.640555,497920.291848,588712.562804
797739.473866,728808.037529,895177.558645
406053.163477,358177.884848,434871.036034
801906.834045,721912.932674,846993.093210
675633.529142,628768.360060,649763.235146
-188980.872422,-174527.787358,-204597.565936
797268.868016,735544.950145,870886.661250
-57503.094783,-53780.130301,-63912.184593
559863.226861,533548.450216,635895.704712
725043.241163,661718.289190,813805.438192
-676588.770686,-636745.497072,-750265.859282
642348.920210,614792.475898,738542.119769
794608.720459,727317.674869,859516.989055
-71283.347599,-69417.586952,-78898.085148
782689.581885,883374.273346,858478.846894
770525.721898,759330.567040,873969.520660
496681.862567,462848.355983,553635.239206
665227.917230,661819.408146,737638.680653
513343.719205,498915.243004,546416.416103
787720.630495,882521.881155,860428.329479
813671.736964,726081.062403,886745.485190
743307.253726,685810.210386,824902.909264
730581.244813,666058.831664,814570.043086
114205.719935,105759.706266,127668.723111
275560.232718,260735.524020,305463.163577
309206.306378,312535.649032,308062.123832
903939.942257,885322.887530,870536.616071
865965.174680,798646.696122,797370.880908
486852.825637,451616.974069,550340.895653
797065.241587,738141.602405,879628.766103
799651.090870,711120.669362,859071.148755
215307.140273,210855.596708,236979.156203
779940.138812,729085.341732,869622.529669
43969.776888,41564.085839,48897.322553
790801.999511,718689.166748,870193.855221
792544.379539,725319.875908,873305.825726
791799.939869,720743.599588,883525.520033
863177.288885,799696.516954,851603.977328
790337.029460,696359.588339,835737.000000
-575886.758343,-554322.802830,-644998.104577
-402854.121760,-388272.540693,-449819.585530
297859.751771,301607.099371,360182.129201
689084.591428,671476.061211,799605.453266
395239.673723,362060.087320,439310.935452
392203.062316,411094.829874,439863.202012
777994.086056,708483.285924,888362.575446
764022.480344,886692.952524,861021.000000
121610.144650,111235.363179,130920.844146
293763.980258,270088.800447,333144.048560
-50347.461963,-49521.643412,-57623.859553
840604.712080,773183.892818,879196.164115
127491.918474,120454.236093,146163.132316
796103.338540,729499.737439,871160.071233
331419.678258,312095.859255,374979.740086
313253.115337,285491.440295,334733.811151
788412.638625,717088.647344,866677.659656
-156947.309145,-142467.650646,-175486.235703
137459.491192,128709.323630,144078.753666
791804.105781,720546.810825,872458.824599
738364.389388,736237.648807,839501.289759
827250.357665,722648.154544,869367.028053
768858.452996,727744.776242,853373.229238
191265.586806,188004.765850,211746.034902
2263.192559,2074.648662,2475.771488
794876.518505,747235.930181,838084.941592
795301.475904,748217.048454,852945.912007
509515.543322,465674.355971,562371.512243
801207.505073,730209.215159,879587.406292
-661042.038747,-633135.798595,-757559.411189
778117.256043,709808.793096,839650.663407
347306.322234,340506.406451,383439.218670
810179.371746,778506.560362,828035.176515
134105.580637,130269.898793,148720.087136
799228.479432,728190.415765,862575.000000
415433.894931,365181.923104,440854.582750
898955.564945,896860.709518,874154.564945
642186.827936,605030.944092,702087.448878
